"ID"	"y"	"x"
1	0	-1.20533341962352
1	0	-1.20533341962352
1	0	-1.20533341962352
1	0	-1.20533341962352
1	0	-1.20533341962352
2	0	0.301466739764715
2	0	0.301466739764715
2	0	0.301466739764715
2	1	0.301466739764715
2	0	0.301466739764715
3	0	-1.53914522359563
3	0	-1.53914522359563
3	0	-1.53914522359563
3	0	-1.53914522359563
3	1	-1.53914522359563
4	0	0.635370723493615
4	0	0.635370723493615
4	0	0.635370723493615
4	0	0.635370723493615
4	0	0.635370723493615
5	1	0.702951774755151
5	0	0.702951774755151
5	1	0.702951774755151
5	0	0.702951774755151
5	1	0.702951774755151
6	1	-1.90588286461734
6	0	-1.90588286461734
6	1	-1.90588286461734
6	0	-1.90588286461734
6	0	-1.90588286461734
7	1	0.938921449556239
7	0	0.938921449556239
7	1	0.938921449556239
7	0	0.938921449556239
7	1	0.938921449556239
8	0	-0.224492105495794
8	0	-0.224492105495794
8	1	-0.224492105495794
8	0	-0.224492105495794
8	0	-0.224492105495794
9	0	-0.673816775387947
9	0	-0.673816775387947
9	0	-0.673816775387947
9	0	-0.673816775387947
9	0	-0.673816775387947
10	1	0.445787444805667
10	1	0.445787444805667
10	0	0.445787444805667
10	0	0.445787444805667
10	0	0.445787444805667
11	0	1.28061710689861
11	0	1.28061710689861
11	1	1.28061710689861
11	1	1.28061710689861
11	0	1.28061710689861
12	1	1.56513013425123
12	1	1.56513013425123
12	1	1.56513013425123
12	0	1.56513013425123
12	0	1.56513013425123
13	0	-1.2005460361895
13	0	-1.2005460361895
13	1	-1.2005460361895
13	0	-1.2005460361895
13	0	-1.2005460361895
14	0	-0.437694966373986
14	0	-0.437694966373986
14	1	-0.437694966373986
14	0	-0.437694966373986
14	0	-0.437694966373986
15	1	0.146381481824469
15	0	0.146381481824469
15	0	0.146381481824469
15	1	0.146381481824469
15	0	0.146381481824469
16	0	0.0660190755538856
16	1	0.0660190755538856
16	1	0.0660190755538856
16	0	0.0660190755538856
16	1	0.0660190755538856
17	0	-0.445036015296508
17	0	-0.445036015296508
17	0	-0.445036015296508
17	0	-0.445036015296508
17	0	-0.445036015296508
18	0	-2.3421123864415
18	0	-2.3421123864415
18	0	-2.3421123864415
18	0	-2.3421123864415
18	0	-2.3421123864415
19	0	-0.278382367507851
19	0	-0.278382367507851
19	0	-0.278382367507851
19	0	-0.278382367507851
19	1	-0.278382367507851
20	1	-1.18180363234485
20	1	-1.18180363234485
20	1	-1.18180363234485
20	1	-1.18180363234485
20	1	-1.18180363234485
21	0	0.033125272564001
21	0	0.033125272564001
21	1	0.033125272564001
21	1	0.033125272564001
21	0	0.033125272564001
22	0	-0.837717011840538
22	0	-0.837717011840538
22	0	-0.837717011840538
22	0	-0.837717011840538
22	0	-0.837717011840538
23	0	-0.117611080246289
23	0	-0.117611080246289
23	0	-0.117611080246289
23	0	-0.117611080246289
23	1	-0.117611080246289
24	0	-0.741522571129195
24	1	-0.741522571129195
24	1	-0.741522571129195
24	0	-0.741522571129195
24	1	-0.741522571129195
25	0	-0.408346969183165
25	0	-0.408346969183165
25	0	-0.408346969183165
25	0	-0.408346969183165
25	0	-0.408346969183165
26	0	-0.377770760958718
26	0	-0.377770760958718
26	0	-0.377770760958718
26	1	-0.377770760958718
26	0	-0.377770760958718
27	1	1.32836671199718
27	1	1.32836671199718
27	1	1.32836671199718
27	1	1.32836671199718
27	1	1.32836671199718
28	1	0.716436306841976
28	0	0.716436306841976
28	0	0.716436306841976
